Barcode 1,Barcode 2,Distância Bottleneck
42b,72b,22.000000
42b,73a,37.000000
42b,73b,17.000000
42b,74a,20.000000
42b,74b,32.000000
42b,75a,42.000000
42b,75b,30.000000
42b,76a,29.000000
42b,76b,27.000000
42b,77a,29.000000
42b,77b,74.000000
42b,78a,22.000000
42b,78b,29.000000
42b,79a,20.000000
42b,79b,22.000000
42b,7a,38.000000
42b,7b,36.000000
42b,80a,31.000000
42b,80b,19.000000
42b,81a,29.000000
42b,81b,19.000000
42b,82a,24.000000
42b,82b,27.000000
42b,83a,15.000000
42b,83b,34.000000
42b,84a,25.000000
42b,84b,25.000000
42b,85a,24.000000
42b,85b,17.000000
42b,86a,21.000000
42b,86b,21.000000
42b,87a,39.000000
42b,87b,33.000000
42b,88a,33.000000
42b,88b,33.000000
42b,89a,22.000000
42b,89b,27.000000
42b,8a,18.000000
42b,8b,35.000000
42b,90a,31.000000
42b,90b,37.000000
42b,91a,23.000000
42b,91b,24.000000
42b,92a,23.000000
42b,92b,16.000000
42b,93a,22.000000
42b,93b,19.000000
42b,94a,22.000000
42b,94b,39.000000
42b,95a,32.000000
42b,95b,47.000000
42b,96a,40.000000
42b,96b,26.000000
42b,97a,19.000000
42b,97b,31.000000
42b,98a,41.000000
42b,98b,37.000000
42b,99a,22.000000
42b,99b,22.000000
42b,9a,16.000000
42b,9b,14.000000
43a,43b,25.000000
43a,44a,17.000000
43a,44b,26.000000
43a,45a,27.000000
43a,45b,24.000000
43a,46a,19.000000
43a,46b,30.000000
43a,47a,31.000000
43a,47b,30.000000
43a,48a,26.000000
43a,48b,29.000000
43a,49a,33.000000
43a,49b,26.000000
43a,4a,25.000000
43a,4b,24.000000
43a,50a,19.000000
43a,50b,29.000000
43a,51a,22.000000
43a,51b,27.000000
43a,52a,27.000000
43a,52b,23.000000
43a,53a,20.000000
43a,53b,25.000000
43a,54a,20.000000
43a,54b,44.000000
43a,55a,30.000000
43a,55b,31.000000
43a,56a,31.000000
43a,56b,42.000000
43a,57a,19.000000
43a,57b,40.000000
43a,58a,22.000000
43a,58b,22.000000
43a,59a,35.000000
43a,59b,47.000000
43a,5a,35.000000
43a,5b,26.000000
43a,60a,24.000000
43a,60b,34.000000
43a,61a,21.000000
43a,61b,36.000000
43a,62a,21.000000
43a,62b,27.000000
43a,63a,32.000000
43a,63b,36.000000
43a,64a,21.000000
43a,64b,46.000000
43a,65a,37.000000
43a,65b,88.000000
43a,66a,16.000000
43a,66b,22.000000
43a,67a,24.000000
43a,67b,27.000000
43a,68a,37.000000
43a,68b,32.000000
43a,69a,32.000000
43a,69b,29.000000
43a,6a,25.000000
43a,6b,30.000000
43a,70a,21.000000
43a,70b,29.000000
43a,71a,30.500000
43a,71b,27.000000
43a,72a,26.000000
43a,72b,28.000000
43a,73a,30.000000
43a,73b,22.000000
43a,74a,26.000000
43a,74b,23.000000
43a,75a,20.000000
43a,75b,32.000000
43a,76a,36.000000
43a,76b,34.000000
43a,77a,18.000000
43a,77b,76.000000
43a,78a,13.000000
43a,78b,23.000000
43a,79a,24.000000
43a,79b,31.000000
43a,7a,35.000000
43a,7b,42.000000
43a,80a,16.000000
43a,80b,21.000000
43a,81a,28.000000
43a,81b,23.000000
43a,82a,21.000000
43a,82b,29.000000
43a,83a,19.000000
43a,83b,41.000000
43a,84a,16.000000
43a,84b,22.000000
43a,85a,31.000000
43a,85b,25.000000
43a,86a,19.000000
43a,86b,21.000000
43a,87a,22.000000
43a,87b,32.000000
43a,88a,21.000000
43a,88b,41.000000
43a,89a,22.000000
43a,89b,29.000000
43a,8a,25.000000
43a,8b,37.000000
43a,90a,32.000000
43a,90b,36.000000
43a,91a,25.000000
43a,91b,26.000000
43a,92a,23.000000
43a,92b,23.000000
43a,93a,27.000000
43a,93b,22.000000
43a,94a,17.000000
43a,94b,18.000000
43a,95a,18.000000
43a,95b,33.000000
43a,96a,33.000000
43a,96b,30.000000
43a,97a,22.000000
43a,97b,34.000000
43a,98a,30.000000
43a,98b,42.000000
43a,99a,19.000000
43a,99b,26.000000
43a,9a,33.000000
43a,9b,29.000000
43b,44a,25.000000
43b,44b,29.500000
43b,45a,25.000000
43b,45b,17.000000
43b,46a,26.000000
43b,46b,29.000000
43b,47a,26.500000
43b,47b,34.000000
43b,48a,16.000000
43b,48b,30.000000
43b,49a,27.000000
43b,49b,20.000000
43b,4a,21.000000
43b,4b,31.000000
43b,50a,25.000000
43b,50b,29.000000
43b,51a,25.000000
43b,51b,23.000000
43b,52a,24.000000
43b,52b,18.000000
43b,53a,27.000000
43b,53b,28.500000
43b,54a,23.000000
43b,54b,31.000000
43b,55a,35.000000
43b,55b,40.000000
43b,56a,35.000000
43b,56b,36.000000
43b,57a,27.000000
43b,57b,37.000000
43b,58a,24.000000
43b,58b,23.000000
43b,59a,42.500000
43b,59b,44.000000
43b,5a,25.000000
43b,5b,25.000000
43b,60a,24.000000
43b,60b,22.000000
43b,61a,23.000000
43b,61b,46.000000
43b,62a,29.000000
43b,62b,23.000000
43b,63a,25.000000
43b,63b,38.000000
43b,64a,23.000000
43b,64b,44.000000
43b,65a,39.000000
43b,65b,90.000000
43b,66a,25.000000
43b,66b,23.000000
43b,67a,24.000000
43b,67b,17.000000
43b,68a,23.000000
43b,68b,20.000000
43b,69a,25.000000
43b,69b,21.000000
43b,6a,19.000000
43b,6b,14.000000
43b,70a,19.000000
43b,70b,27.000000
43b,71a,30.500000
43b,71b,24.000000
43b,72a,44.000000
43b,72b,14.000000
43b,73a,24.000000
43b,73b,25.000000
43b,74a,16.000000
43b,74b,20.000000
43b,75a,39.000000
43b,75b,27.500000
43b,76a,18.000000
43b,76b,22.000000
43b,77a,30.000000
43b,77b,77.000000
43b,78a,27.000000
43b,78b,20.000000
43b,79a,26.000000
43b,79b,22.000000
43b,7a,34.000000
43b,7b,49.000000
43b,80a,24.000000
43b,80b,20.000000
43b,81a,26.000000
43b,81b,19.000000
43b,82a,23.000000
43b,82b,27.000000
43b,83a,19.000000
43b,83b,23.000000
43b,84a,26.000000
43b,84b,21.000000
43b,85a,26.000000
43b,85b,26.500000
43b,86a,26.000000
43b,86b,26.000000
43b,87a,29.000000
43b,87b,20.000000
43b,88a,28.000000
43b,88b,29.000000
43b,89a,26.000000
43b,89b,27.000000
43b,8a,24.000000
43b,8b,34.000000
43b,90a,31.000000
43b,90b,35.000000
43b,91a,25.000000
43b,91b,26.000000
43b,92a,26.000000
43b,92b,15.000000
43b,93a,27.000000
43b,93b,21.000000
43b,94a,22.000000
43b,94b,22.000000
43b,95a,25.000000
43b,95b,46.000000
43b,96a,49.000000
43b,96b,24.000000
43b,97a,26.000000
43b,97b,24.000000
43b,98a,44.500000
43b,98b,26.000000
43b,99a,25.000000
43b,99b,19.000000
43b,9a,26.000000
43b,9b,16.000000
44a,44b,25.000000
44a,45a,26.000000
44a,45b,24.000000
44a,46a,19.000000
44a,46b,25.000000
44a,47a,20.000000
44a,47b,39.000000
44a,48a,25.000000
44a,48b,32.000000
44a,49a,22.000000
44a,49b,19.000000
44a,4a,17.000000
44a,4b,25.000000
44a,50a,28.000000
44a,50b,28.000000
44a,51a,17.000000
44a,51b,21.000000
44a,52a,26.000000
44a,52b,20.000000
44a,53a,23.000000
44a,53b,26.000000
44a,54a,19.000000
44a,54b,33.000000
44a,55a,28.000000
44a,55b,33.000000
44a,56a,33.000000
44a,56b,39.000000
44a,57a,20.000000
44a,57b,43.000000
44a,58a,21.500000
44a,58b,16.000000
44a,59a,37.000000
44a,59b,50.000000
44a,5a,35.000000
44a,5b,30.000000
44a,60a,21.000000
44a,60b,34.000000
44a,61a,23.000000
44a,61b,47.000000
44a,62a,22.000000
44a,62b,24.000000
44a,63a,35.000000
44a,63b,35.000000
44a,64a,19.000000
44a,64b,45.000000
44a,65a,36.000000
44a,65b,87.000000
44a,66a,22.000000
44a,66b,16.000000
44a,67a,21.000000
44a,67b,28.000000
44a,68a,26.000000
44a,68b,21.000000
44a,69a,17.000000
44a,69b,15.000000
44a,6a,23.000000
44a,6b,23.000000
44a,70a,24.000000
44a,70b,28.000000
44a,71a,25.000000
44a,71b,26.000000
44a,72a,37.000000
44a,72b,26.000000
44a,73a,25.000000
44a,73b,17.000000
44a,74a,17.000000
44a,74b,21.000000
44a,75a,36.000000
44a,75b,32.000000
44a,76a,25.000000
44a,76b,28.000000
44a,77a,23.000000
44a,77b,73.000000
44a,78a,20.000000
44a,78b,20.000000
44a,79a,18.000000
44a,79b,20.000000
44a,7a,31.000000
44a,7b,44.000000
44a,80a,18.000000
44a,80b,18.000000
44a,81a,24.000000
44a,81b,17.000000
44a,82a,19.000000
44a,82b,28.000000
44a,83a,19.000000
44a,83b,30.000000
44a,84a,17.000000
44a,84b,22.000000
44a,85a,20.000000
44a,85b,21.000000
44a,86a,17.000000
44a,86b,20.000000
44a,87a,30.000000
44a,87b,32.000000
44a,88a,22.000000
44a,88b,28.000000
44a,89a,20.000000
44a,89b,26.000000
44a,8a,15.000000
44a,8b,35.000000
44a,90a,32.000000
44a,90b,32.000000
44a,91a,16.000000
44a,91b,22.000000
44a,92a,20.000000
44a,92b,21.000000
44a,93a,21.000000
44a,93b,23.000000
44a,94a,20.000000
44a,94b,25.000000
44a,95a,20.000000
44a,95b,41.000000
44a,96a,44.000000
44a,96b,21.000000
44a,97a,19.000000
44a,97b,27.000000
44a,98a,41.000000
44a,98b,33.000000
44a,99a,18.000000
44a,99b,18.000000
44a,9a,23.000000
44a,9b,19.000000
44b,45a,28.000000
44b,45b,26.000000
44b,46a,24.000000
44b,46b,18.000000
44b,47a,20.000000
44b,47b,30.000000
44b,48a,28.000000
44b,48b,30.000000
44b,49a,24.000000
44b,49b,23.000000
44b,4a,28.000000
44b,4b,29.000000
44b,50a,23.000000
44b,50b,24.000000
44b,51a,22.000000
44b,51b,29.000000
44b,52a,29.000000
44b,52b,18.000000
44b,53a,26.000000
44b,53b,24.000000
44b,54a,24.000000
44b,54b,37.000000
44b,55a,33.000000
44b,55b,38.000000
44b,56a,38.000000
44b,56b,42.000000
44b,57a,25.000000
44b,57b,43.000000
44b,58a,29.500000
44b,58b,26.000000
44b,59a,31.000000
44b,59b,49.000000
44b,5a,34.000000
44b,5b,29.000000
44b,60a,26.000000
44b,60b,31.000000
44b,61a,26.000000
44b,61b,52.000000
44b,62a,27.000000
44b,62b,28.000000
44b,63a,29.000000
44b,63b,36.000000
44b,64a,28.000000
44b,64b,50.000000
44b,65a,40.000000
44b,65b,83.000000
44b,66a,26.000000
44b,66b,27.000000
44b,67a,26.000000
44b,67b,25.000000
44b,68a,26.000000
44b,68b,29.000000
44b,69a,26.000000
44b,69b,24.000000
44b,6a,29.000000
44b,6b,26.000000
44b,70a,24.000000
44b,70b,33.000000
44b,71a,30.000000
44b,71b,30.000000
44b,72a,42.000000
44b,72b,28.000000
44b,73a,22.000000
44b,73b,23.000000
44b,74a,22.000000
44b,74b,26.000000
44b,75a,36.000000
44b,75b,32.000000
44b,76a,23.000000
44b,76b,21.000000
44b,77a,26.000000
44b,77b,50.000000
44b,78a,28.000000
44b,78b,23.000000
44b,79a,28.000000
44b,79b,25.000000
44b,7a,29.000000
44b,7b,37.000000
44b,80a,24.000000
44b,80b,23.000000
44b,81a,23.000000
44b,81b,19.000000
44b,82a,29.000000
44b,82b,21.000000
44b,83a,26.000000
44b,83b,25.000000
44b,84a,29.000000
44b,84b,25.000000
44b,85a,23.000000
44b,85b,27.000000
44b,86a,29.500000
44b,86b,29.000000
44b,87a,35.000000
44b,87b,29.000000
44b,88a,20.000000
44b,88b,37.000000
44b,89a,28.000000
44b,89b,21.000000
44b,8a,29.000000
44b,8b,36.000000
44b,90a,35.000000
44b,90b,28.000000
44b,91a,26.000000
44b,91b,29.000000
44b,92a,22.000000
44b,92b,29.500000
44b,93a,21.000000
44b,93b,27.000000
44b,94a,28.000000
44b,94b,26.000000
44b,95a,20.000000
44b,95b,41.000000
44b,96a,49.000000
44b,96b,22.000000
44b,97a,26.000000
44b,97b,22.000000
44b,98a,39.000000
44b,98b,28.000000
44b,99a,29.000000
44b,99b,22.000000
44b,9a,28.000000
44b,9b,29.000000
45a,45b,26.000000
45a,46a,22.000000
45a,46b,29.000000
45a,47a,24.000000
45a,47b,45.000000
45a,48a,25.000000
45a,48b,28.000000
45a,49a,24.000000
45a,49b,24.000000
45a,4a,24.000000
45a,4b,23.000000
45a,50a,35.000000
45a,50b,28.000000
45a,51a,27.000000
45a,51b,25.000000
45a,52a,31.000000
45a,52b,19.000000
45a,53a,26.000000
45a,53b,32.000000
45a,54a,20.000000
45a,54b,35.000000
45a,55a,26.000000
45a,55b,31.000000
45a,56a,25.000000
45a,56b,30.000000
45a,57a,23.000000
45a,57b,22.000000
45a,58a,28.000000
45a,58b,27.000000
45a,59a,35.000000
45a,59b,43.000000
45a,5a,33.000000
45a,5b,25.000000
45a,60a,26.000000
45a,60b,31.000000
45a,61a,29.000000
45a,61b,43.000000
45a,62a,27.000000
45a,62b,29.000000
45a,63a,35.000000
45a,63b,29.000000
45a,64a,28.000000
45a,64b,42.000000
45a,65a,35.000000
45a,65b,73.000000
45a,66a,29.000000
45a,66b,21.000000
45a,67a,28.000000
45a,67b,27.000000
45a,68a,28.000000
45a,68b,26.000000
45a,69a,24.000000
45a,69b,22.000000
45a,6a,25.000000
45a,6b,23.000000
45a,70a,23.000000
45a,70b,31.000000
45a,71a,27.000000
45a,71b,29.000000
45a,72a,35.000000
45a,72b,25.000000
45a,73a,32.000000
45a,73b,15.000000
45a,74a,20.000000
45a,74b,25.000000
45a,75a,33.000000
45a,75b,27.000000
45a,76a,27.000000
45a,76b,25.000000
45a,77a,25.000000
45a,77b,74.000000
45a,78a,27.000000
45a,78b,24.000000
45a,79a,26.000000
45a,79b,19.000000
45a,7a,25.000000
45a,7b,42.000000
45a,80a,24.000000
45a,80b,26.000000
45a,81a,29.000000
45a,81b,23.000000
45a,82a,18.000000
45a,82b,24.000000
45a,83a,21.000000
45a,83b,32.000000
45a,84a,28.000000
45a,84b,28.000000
45a,85a,22.000000
45a,85b,26.000000
45a,86a,22.000000
45a,86b,28.000000
45a,87a,34.000000
45a,87b,31.000000
45a,88a,27.000000
45a,88b,33.000000
45a,89a,17.000000
45a,89b,24.000000
45a,8a,20.000000
45a,8b,22.000000
45a,90a,30.000000
45a,90b,28.000000
45a,91a,17.000000
45a,91b,19.000000
45a,92a,28.000000
45a,92b,21.000000
45a,93a,28.000000
45a,93b,28.000000
45a,94a,28.000000
45a,94b,32.000000
45a,95a,27.000000
45a,95b,40.000000
45a,96a,42.000000
45a,96b,20.000000
45a,97a,18.000000
45a,97b,29.000000
45a,98a,41.000000
45a,98b,35.000000
45a,99a,25.000000
45a,99b,25.000000
45a,9a,27.000000
45a,9b,26.000000
45b,46a,27.000000
45b,46b,20.000000
45b,47a,28.000000
45b,47b,28.000000
45b,48a,19.000000
45b,48b,30.000000
45b,49a,27.000000
45b,49b,24.000000
45b,4a,25.000000
45b,4b,31.000000
45b,50a,24.000000
45b,50b,30.000000
45b,51a,28.000000
45b,51b,27.000000
45b,52a,22.000000
45b,52b,24.000000
45b,53a,17.000000
45b,53b,22.000000
45b,54a,20.000000
45b,54b,40.000000
45b,55a,35.000000
45b,55b,40.000000
45b,56a,26.000000
45b,56b,44.000000
45b,57a,27.000000
45b,57b,42.000000
45b,58a,29.000000
45b,58b,19.500000
45b,59a,36.000000
45b,59b,50.000000
45b,5a,37.000000
45b,5b,29.000000
45b,60a,28.000000
45b,60b,31.000000
45b,61a,24.000000
45b,61b,54.000000
45b,62a,31.000000
45b,62b,19.500000
45b,63a,23.000000
45b,63b,38.000000
45b,64a,27.000000
45b,64b,48.000000
45b,65a,42.000000
45b,65b,91.000000
45b,66a,29.000000
45b,66b,19.000000
45b,67a,17.000000
45b,67b,19.000000
45b,68a,23.000000
45b,68b,19.500000
45b,69a,25.000000
45b,69b,25.000000
45b,6a,18.000000
45b,6b,25.000000
45b,70a,20.000000
45b,70b,35.000000
45b,71a,25.000000
45b,71b,32.000000
45b,72a,44.000000
45b,72b,20.000000
45b,73a,26.000000
45b,73b,35.000000
45b,74a,21.000000
45b,74b,20.000000
45b,75a,29.500000
45b,75b,29.000000
45b,76a,29.000000
45b,76b,25.000000
45b,77a,26.000000
45b,77b,68.000000
45b,78a,27.000000
45b,78b,20.000000
45b,79a,33.000000
45b,79b,26.000000
45b,7a,37.000000
45b,7b,42.000000
45b,80a,28.000000
45b,80b,30.000000
45b,81a,38.000000
45b,81b,24.000000
45b,82a,25.000000
45b,82b,25.000000
45b,83a,19.000000
45b,83b,23.000000
45b,84a,23.000000
45b,84b,19.500000
45b,85a,29.000000
45b,85b,26.000000
45b,86a,14.000000
45b,86b,19.000000
45b,87a,37.000000
45b,87b,25.000000
45b,88a,22.000000
45b,88b,21.000000
45b,89a,24.000000
45b,89b,23.000000
45b,8a,23.000000
45b,8b,35.000000
45b,90a,35.000000
45b,90b,36.000000
45b,91a,26.000000
45b,91b,29.000000
45b,92a,26.000000
45b,92b,23.000000
45b,93a,28.000000
45b,93b,15.000000
45b,94a,19.000000
45b,94b,27.000000
45b,95a,25.000000
45b,95b,31.000000
45b,96a,51.000000
45b,96b,25.000000
45b,97a,24.000000
45b,97b,24.000000
45b,98a,39.000000
45b,98b,29.000000
45b,99a,27.000000
45b,99b,20.000000
45b,9a,29.000000
45b,9b,28.000000
46a,46b,20.000000
46a,47a,39.000000
46a,47b,41.000000
46a,48a,22.000000
46a,48b,35.000000
46a,49a,41.000000
46a,49b,34.000000
46a,4a,28.000000
46a,4b,29.000000
46a,50a,27.000000
46a,50b,25.000000
46a,51a,23.000000
46a,51b,23.000000
46a,52a,31.000000
46a,52b,24.500000
46a,53a,30.000000
46a,53b,38.000000
46a,54a,27.000000
46a,54b,52.000000
46a,55a,24.000000
46a,55b,33.000000
46a,56a,39.000000
46a,56b,41.000000
46a,57a,19.000000
46a,57b,34.000000
46a,58a,20.000000
46a,58b,26.000000
46a,59a,35.000000
46a,59b,47.000000
46a,5a,43.000000
46a,5b,32.000000
46a,60a,26.000000
46a,60b,42.000000
46a,61a,35.000000
46a,61b,31.000000
46a,62a,19.000000
46a,62b,29.000000
46a,63a,41.000000
46a,63b,34.000000
46a,64a,29.000000
46a,64b,41.000000
46a,65a,42.000000
46a,65b,80.000000
46a,66a,21.000000
46a,66b,25.000000
46a,67a,32.000000
46a,67b,28.000000
46a,68a,45.000000
46a,68b,34.000000
46a,69a,21.000000
46a,69b,19.000000
46a,6a,26.000000
46a,6b,38.000000
46a,70a,23.000000
46a,70b,32.000000
46a,71a,37.000000
46a,71b,31.000000
46a,72a,20.000000
46a,72b,29.000000
46a,73a,24.000000
46a,73b,14.000000
46a,74a,27.000000
46a,74b,24.000000
46a,75a,38.000000
46a,75b,37.000000
46a,76a,44.000000
46a,76b,37.000000
46a,77a,28.000000
46a,77b,70.000000
46a,78a,18.000000
46a,78b,26.000000
46a,79a,18.000000
46a,79b,32.000000
46a,7a,37.000000
46a,7b,42.000000
46a,80a,16.000000
46a,80b,24.000000
46a,81a,29.000000
46a,81b,25.000000
46a,82a,20.000000
46a,82b,25.000000
46a,83a,21.000000
46a,83b,49.000000
46a,84a,27.000000
46a,84b,23.000000
46a,85a,39.000000
46a,85b,22.000000
46a,86a,24.000000
46a,86b,29.000000
46a,87a,27.000000
46a,87b,37.000000
46a,88a,20.000000
46a,88b,38.000000
46a,89a,30.000000
46a,89b,29.000000
46a,8a,23.000000
46a,8b,31.000000
46a,90a,38.000000
46a,90b,37.000000
46a,91a,33.000000
46a,91b,29.000000
46a,92a,19.000000
46a,92b,31.000000
46a,93a,35.000000
46a,93b,26.000000
46a,94a,20.000000
46a,94b,24.000000
46a,95a,21.000000
46a,95b,45.000000
46a,96a,25.000000
46a,96b,36.000000
46a,97a,17.000000
46a,97b,42.000000
46a,98a,39.000000
46a,98b,48.000000
46a,99a,19.000000
46a,99b,28.000000
46a,9a,19.000000
46a,9b,18.000000
46b,47a,27.000000
46b,47b,34.000000
46b,48a,28.000000
46b,48b,33.000000
46b,49a,29.000000
46b,49b,27.000000
46b,4a,29.000000
46b,4b,29.000000
46b,50a,23.000000
46b,50b,20.000000
46b,51a,21.000000
46b,51b,28.000000
46b,52a,31.000000
46b,52b,21.000000
46b,53a,25.000000
46b,53b,22.000000
46b,54a,20.000000
46b,54b,41.000000
46b,55a,26.000000
46b,55b,26.000000
46b,56a,38.000000
46b,56b,44.000000
46b,57a,24.000000
46b,57b,42.000000
46b,58a,30.000000
46b,58b,30.000000
46b,59a,32.000000
46b,59b,49.000000
46b,5a,36.000000
46b,5b,29.000000
46b,60a,26.000000
46b,60b,39.000000
46b,61a,25.000000
46b,61b,40.000000
46b,62a,28.000000
46b,62b,30.000000
46b,63a,33.000000
46b,63b,37.000000
46b,64a,29.000000
46b,64b,48.000000
46b,65a,30.500000
46b,65b,85.000000
46b,66a,24.000000
46b,66b,30.000000
46b,67a,30.000000
46b,67b,20.000000
46b,68a,33.000000
46b,68b,29.000000
46b,69a,30.000000
46b,69b,24.000000
46b,6a,28.000000
46b,6b,26.000000
46b,70a,19.000000
46b,70b,31.000000
46b,71a,30.000000
46b,71b,31.000000
46b,72a,30.000000
46b,72b,30.000000
46b,73a,21.000000
46b,73b,24.000000
46b,74a,22.000000
46b,74b,24.000000
46b,75a,36.000000
46b,75b,36.000000
46b,76a,32.000000
46b,76b,30.000000
46b,77a,24.000000
46b,77b,52.000000
46b,78a,29.000000
46b,78b,25.000000
46b,79a,28.000000
46b,79b,27.000000
46b,7a,31.000000
46b,7b,38.000000
46b,80a,28.000000
46b,80b,25.000000
46b,81a,29.000000
46b,81b,24.000000
46b,82a,30.000000
46b,82b,19.000000
46b,83a,26.000000
46b,83b,37.000000
46b,84a,30.000000
46b,84b,29.000000
46b,85a,27.000000
46b,85b,30.000000
46b,86a,29.000000
46b,86b,30.000000
46b,87a,24.000000
46b,87b,37.000000
46b,88a,18.000000
46b,88b,28.000000
46b,89a,29.000000
46b,89b,22.000000
46b,8a,27.000000
46b,8b,33.000000
46b,90a,35.000000
46b,90b,33.000000
46b,91a,30.000000
46b,91b,30.000000
46b,92a,20.000000
46b,92b,30.000000
46b,93a,23.000000
46b,93b,29.000000
46b,94a,30.000000
46b,94b,29.000000
46b,95a,22.000000
46b,95b,41.000000
46b,96a,37.000000
46b,96b,26.000000
46b,97a,30.000000
46b,97b,34.000000
46b,98a,41.000000
46b,98b,40.000000
46b,99a,30.000000
46b,99b,23.000000
46b,9a,30.000000
46b,9b,28.000000
47a,47b,41.000000
47a,48a,25.000000
47a,48b,43.000000
47a,49a,26.000000
47a,49b,23.000000
47a,4a,34.000000
47a,4b,44.000000
47a,50a,33.000000
47a,50b,31.000000
47a,51a,37.000000
47a,51b,27.000000
47a,52a,27.000000
47a,52b,24.500000
47a,53a,24.000000
47a,53b,30.000000
47a,54a,25.000000
47a,54b,28.000000
47a,55a,48.000000
47a,55b,53.000000
47a,56a,33.000000
47a,56b,40.000000
47a,57a,40.000000
47a,57b,37.000000
47a,58a,27.000000
47a,58b,27.000000
47a,59a,37.000000
47a,59b,49.000000
47a,5a,38.000000
47a,5b,27.000000
47a,60a,35.000000
47a,60b,41.000000
47a,61a,25.000000
47a,61b,53.000000
47a,62a,42.000000
47a,62b,26.000000
47a,63a,40.000000
47a,63b,51.000000
47a,64a,19.000000
47a,64b,43.000000
47a,65a,41.000000
47a,65b,92.000000
47a,66a,22.000000
47a,66b,21.000000
47a,67a,29.000000
47a,67b,29.000000
47a,68a,28.000000
47a,68b,27.000000
47a,69a,20.000000
47a,69b,34.000000
47a,6a,27.000000
47a,6b,26.000000
47a,70a,26.000000
47a,70b,48.000000
47a,71a,25.000000
47a,71b,45.000000
47a,72a,57.000000
47a,72b,30.500000
47a,73a,25.000000
47a,73b,25.000000
47a,74a,29.000000
47a,74b,33.000000
47a,75a,35.000000
47a,75b,36.000000
47a,76a,18.000000
47a,76b,30.000000
47a,77a,29.000000
47a,77b,70.000000
47a,78a,40.000000
47a,78b,28.000000
47a,79a,30.000000
47a,79b,22.000000
47a,7a,43.000000
47a,7b,33.000000
47a,80a,28.000000
47a,80b,29.000000
47a,81a,27.000000
47a,81b,19.000000
47a,82a,27.000000
47a,82b,25.000000
47a,83a,32.000000
47a,83b,23.000000
47a,84a,36.000000
47a,84b,23.000000
47a,85a,25.000000
47a,85b,32.000000
47a,86a,29.000000
47a,86b,28.000000
47a,87a,50.000000
47a,87b,38.000000
47a,88a,35.000000
47a,88b,36.000000
47a,89a,25.000000
47a,89b,24.000000
47a,8a,20.000000
47a,8b,33.000000
47a,90a,37.000000
47a,90b,37.000000
47a,91a,26.000000
47a,91b,29.000000
47a,92a,20.000000
47a,92b,25.000000
47a,93a,28.000000
47a,93b,28.000000
47a,94a,28.000000
47a,94b,27.000000
47a,95a,25.000000
47a,95b,36.000000
47a,96a,64.000000
47a,96b,26.000000
47a,97a,36.000000
47a,97b,25.000000
47a,98a,47.000000
47a,98b,17.000000
47a,99a,38.000000
47a,99b,26.000000
47a,9a,38.000000
47a,9b,24.000000
47b,48a,36.000000
47b,48b,22.000000
47b,49a,42.000000
47b,49b,39.000000
47b,4a,32.000000
47b,4b,25.000000
47b,50a,35.000000
47b,50b,25.000000
47b,51a,41.000000
47b,51b,31.000000
47b,52a,32.000000
47b,52b,34.000000
47b,53a,27.000000
47b,53b,28.500000
47b,54a,32.000000
47b,54b,49.000000
47b,55a,48.000000
47b,55b,34.000000
47b,56a,41.000000
47b,56b,26.000000
47b,57a,34.000000
47b,57b,32.000000
47b,58a,40.000000
47b,58b,41.000000
47b,59a,43.000000
47b,59b,44.000000
47b,5a,38.000000
47b,5b,36.000000
47b,60a,30.000000
47b,60b,24.000000
47b,61a,28.000000
47b,61b,31.000000
47b,62a,40.000000
47b,62b,35.000000
47b,63a,26.000000
47b,63b,37.000000
47b,64a,39.000000
47b,64b,30.000000
47b,65a,40.000000
47b,65b,83.000000
47b,66a,35.000000
47b,66b,38.000000
47b,67a,39.000000
47b,67b,32.000000
47b,68a,42.000000
47b,68b,37.000000
47b,69a,40.000000
47b,69b,47.000000
47b,6a,29.000000
47b,6b,35.000000
47b,70a,33.000000
47b,70b,31.000000
47b,71a,49.000000
47b,71b,25.000000
47b,72a,31.000000
47b,72b,31.000000
47b,73a,32.000000
47b,73b,36.000000
47b,74a,43.000000
47b,74b,26.000000
47b,75a,42.000000
47b,75b,27.500000
47b,76a,45.000000
47b,76b,39.000000
47b,77a,29.000000
47b,77b,53.000000
47b,78a,35.000000
47b,78b,35.000000
47b,79a,42.000000
47b,79b,44.000000
47b,7a,37.000000
47b,7b,49.000000
47b,80a,36.000000
47b,80b,31.000000
47b,81a,41.000000
47b,81b,37.000000
47b,82a,41.000000
47b,82b,36.000000
47b,83a,30.000000
47b,83b,42.000000
47b,84a,32.000000
47b,84b,30.000000
47b,85a,36.000000
47b,85b,44.000000
47b,86a,41.000000
47b,86b,43.000000
47b,87a,29.000000
47b,87b,30.000000
47b,88a,36.000000
47b,88b,20.000000
47b,89a,39.000000
47b,89b,31.000000
47b,8a,44.000000
47b,8b,32.000000
47b,90a,24.000000
47b,90b,28.000000
47b,91a,30.000000
47b,91b,43.000000
47b,92a,41.000000
47b,92b,30.000000
47b,93a,39.000000
47b,93b,27.000000
47b,94a,38.000000
47b,94b,41.000000
47b,95a,39.000000
47b,95b,47.000000
47b,96a,33.000000
47b,96b,41.000000
47b,97a,39.000000
